assessment_id	line 1	line 2	line 3	city	zip_postcode	state	country
4182	76713 Stang Junction			Pocatello	83206	Idaho	United States
4402	14 Donald Circle			Boise	83711	Idaho	United States
4602	0163 Sloan Way			Reston	22096	Virginia	United States
4774	2273 Elmside Road			Jacksonville	32255	Florida	United States
4826	35 Nobel Junction			Tulsa	74193	Oklahoma	United States
4809	4 School Trail			Washington	20099	District of Columbia	United States
4926	2 Mallard Place			Huntsville	35895	Alabama	United States
4081	624 Farwell Court			Racine	53405	Wisconsin	United States
4991	1 Schmedeman Junction			Anchorage	99507	Alaska	United States
4824	10 Northridge Pass			El Paso	79911	Texas	United States
4294	550 Main Plaza			Washington	20046	District of Columbia	United States
4048	513 Old Gate Junction			Glendale	91205	California	United States
4570	64124 Oneill Alley			New York City	10170	New York	United States
4560	36408 Vera Way			Pittsburgh	15266	Pennsylvania	United States
4894	3328 Briar Crest Junction			Houston	77015	Texas	United States
4425	6 Old Shore Center			Las Vegas	89120	Nevada	United States
4828	0 Westport Center			Denver	80299	Colorado	United States
4811	19819 Corscot Terrace			San Jose	95108	California	United States
4451	2 Maywood Pass			Phoenix	85062	Arizona	United States
4034	50 Killdeer Plaza			Washington	20337	District of Columbia	United States
4618	84503 Cascade Street			Detroit	48224	Michigan	United States
4353	9 Main Center			Denton	76210	Texas	United States
4620	968 Pleasure Circle			Houston	77276	Texas	United States
4762	71807 Towne Circle			Kansas City	64199	Missouri	United States
4414	2735 Hayes Terrace			Richmond	23260	Virginia	United States
4126	7 Chinook Road			Fort Myers	33906	Florida	United States
4539	853 Mesta Crossing			Cape Coral	33915	Florida	United States
4672	37 Oakridge Trail			Garden Grove	92844	California	United States
4288	91 Lukken Road			Fresno	93750	California	United States
4849	4110 Talmadge Lane			Lincoln	68517	Nebraska	United States
4074	185 Fremont Court			Mesa	85215	Arizona	United States
4595	0726 Golden Leaf Plaza			Annapolis	21405	Maryland	United States
4033	4573 Vera Lane			South Bend	46620	Indiana	United States
4272	5 Washington Drive			Topeka	66699	Kansas	United States
4727	7 Forster Trail			New Orleans	70129	Louisiana	United States
4646	9 Stang Lane			Asheville	28805	North Carolina	United States
4968	8 Charing Cross Trail			Richmond	23277	Virginia	United States
4809	663 Becker Lane			Philadelphia	19093	Pennsylvania	United States
4716	53683 5th Drive			Louisville	40287	Kentucky	United States
4112	757 Bluejay Parkway			Springfield	62723	Illinois	United States
4265	9555 Anthes Lane			Washington	20062	District of Columbia	United States
4061	93019 Autumn Leaf Park			Lafayette	70505	Louisiana	United States
4660	64073 Nancy Lane			Charlottesville	22908	Virginia	United States
4395	06516 Hallows Drive			Mobile	36616	Alabama	United States
4918	237 Farmco Parkway			Amarillo	79116	Texas	United States
4337	7 Johnson Road			Woburn	01813	Massachusetts	United States
4772	50 David Alley			Lansing	48901	Michigan	United States
4150	8 Farragut Drive			Houston	77050	Texas	United States
4814	7 Vidon Circle			Salt Lake City	84145	Utah	United States
4382	3815 Lotheville Junction			Aurora	60505	Illinois	United States
4132	660 Holy Cross Trail			Dallas	75323	Texas	United States
4976	7 Spohn Alley			Henderson	89074	Nevada	United States
4383	9 Sugar Place			Sacramento	94273	California	United States
4435	3 Emmet Pass			Dallas	75205	Texas	United States
4753	9 Veith Place			Dallas	75216	Texas	United States
4936	71 Maryland Lane			Milwaukee	53220	Wisconsin	United States
4052	967 Eagan Crossing			Tampa	33620	Florida	United States
4958	53635 Duke Hill			Phoenix	85025	Arizona	United States
4326	239 8th Pass			Jamaica	11431	New York	United States
4613	04432 Southridge Place			Houston	77045	Texas	United States
4825	78757 Pearson Drive			Durham	27710	North Carolina	United States
4868	8 Sloan Trail			Tucson	85737	Arizona	United States
4002	2 Anthes Court			Littleton	80161	Colorado	United States
4631	2 Almo Plaza			North Las Vegas	89036	Nevada	United States
4266	9 Moose Point			Winter Haven	33884	Florida	United States
4863	56696 Waubesa Trail			Corona	92883	California	United States
4413	14 Crowley Hill			Austin	78737	Texas	United States
4628	82 David Court			Decatur	62525	Illinois	United States
4129	81563 Grover Way			New York City	10039	New York	United States
4509	7 Eagan Way			Las Vegas	89140	Nevada	United States
4287	0138 Continental Crossing			Gilbert	85297	Arizona	United States
4351	499 Portage Point			Honolulu	96815	Hawaii	United States
4854	1706 Bobwhite Court			White Plains	10606	New York	United States
4016	66 Westerfield Way			Riverside	92505	California	United States
4867	175 Montana Plaza			San Jose	95194	California	United States
4584	112 Daystar Lane			Harrisburg	17140	Pennsylvania	United States
4615	6 Claremont Way			Madison	53716	Wisconsin	United States
4369	7981 Kipling Street			Tucson	85737	Arizona	United States
4540	5074 Manley Drive			New York City	10009	New York	United States
4631	2 Straubel Alley			Hartford	06160	Connecticut	United States
4340	3 Granby Alley			Washington	20238	District of Columbia	United States
4985	18971 Everett Plaza			Columbus	43284	Ohio	United States
4956	60 Fairview Court			Charleston	25321	West Virginia	United States
4462	5492 Dunning Park			Colorado Springs	80925	Colorado	United States
4965	8833 Jenifer Circle			Springfield	62794	Illinois	United States
4216	72510 Hayes Center			Phoenix	85077	Arizona	United States
4915	096 Scott Trail			Washington	20551	District of Columbia	United States
4673	9 Spaight Street			Wichita	67260	Kansas	United States
4616	3071 Scoville Way			Chicago	60609	Illinois	United States
4920	2 Cherokee Center			Seattle	98127	Washington	United States
4954	0 Killdeer Plaza			Reno	89595	Nevada	United States
4643	15 Shasta Center			Omaha	68197	Nebraska	United States
4912	8137 Transport Alley			Phoenix	85025	Arizona	United States
4443	3893 Buhler Crossing			Arlington	22212	Virginia	United States
4755	68578 Vidon Center			Newark	07104	New Jersey	United States
4476	0 Farwell Pass			Charleston	29416	South Carolina	United States
4424	1 Johnson Circle			New Haven	06520	Connecticut	United States
4059	3237 Marquette Center			Corona	92878	California	United States
4486	715 Westerfield Avenue			Nashville	37245	Tennessee	United States
4406	9469 Manley Way			Lawrenceville	30245	Georgia	United States
4594	8730 Fairview Parkway			Seattle	98121	Washington	United States
4525	15 Moulton Way			Utica	13505	New York	United States
4093	26613 Wayridge Avenue			Erie	16565	Pennsylvania	United States
4712	1 Grasskamp Lane			Nashville	37210	Tennessee	United States
4538	320 Fulton Parkway			Mobile	36622	Alabama	United States
4415	62754 Lakeland Junction			New York City	10115	New York	United States
4707	82324 Ohio Place			Washington	20442	District of Columbia	United States
4799	17 Myrtle Parkway			Aurora	80015	Colorado	United States
4022	78103 Tomscot Road			Milwaukee	53205	Wisconsin	United States
4079	432 Knutson Alley			New Orleans	70187	Louisiana	United States
4299	645 Kim Plaza			Glendale	91210	California	United States
4935	9 Surrey Plaza			Pompano Beach	33064	Florida	United States
4985	40013 Dakota Parkway			Atlanta	30392	Georgia	United States
4777	22620 Victoria Avenue			Dulles	20189	Virginia	United States
4873	8 South Avenue			Amarillo	79118	Texas	United States
4859	34 Sachs Alley			Atlanta	30386	Georgia	United States
4603	16 Fremont Lane			Marietta	30061	Georgia	United States
4184	0538 Meadow Valley Road			Kansas City	64114	Missouri	United States
4073	797 Grasskamp Center			Pittsburgh	15250	Pennsylvania	United States
4778	48286 Tennessee Court			Shawnee Mission	66225	Kansas	United States
4526	359 Briar Crest Trail			Jackson	38308	Tennessee	United States
4737	03688 Burning Wood Way			Norfolk	23520	Virginia	United States
4560	871 Lillian Lane			Albuquerque	87180	New Mexico	United States
4942	333 Lotheville Road			Louisville	40220	Kentucky	United States
4156	2100 Calypso Park			Aiken	29805	South Carolina	United States
4861	9830 Schiller Hill			Tucson	85705	Arizona	United States
4755	0034 High Crossing Junction			Houston	77288	Texas	United States
4162	418 Becker Trail			Pocatello	83206	Idaho	United States
4636	83531 Katie Plaza			Kansas City	64187	Missouri	United States
4312	07 Schlimgen Point			Macon	31217	Georgia	United States
4434	190 Prairie Rose Trail			Inglewood	90305	California	United States
4703	09 Buell Parkway			Dallas	75367	Texas	United States
4098	607 Little Fleur Street			Helena	59623	Montana	United States
4917	0562 Main Court			West Palm Beach	33421	Florida	United States
4138	878 Blackbird Avenue			Dallas	75372	Texas	United States
4808	9 Goodland Place			Young America	55573	Minnesota	United States
4352	5 Waxwing Court			Prescott	86305	Arizona	United States
4280	59 Center Junction			Atlanta	31165	Georgia	United States
4989	56 Blackbird Place			Evansville	47737	Indiana	United States
4612	8116 La Follette Way			Phoenix	85025	Arizona	United States
4925	9 Kinsman Point			Hartford	06160	Connecticut	United States
4400	94 Lakewood Park			Houston	77095	Texas	United States
4771	268 Maywood Terrace			Denver	80204	Colorado	United States
4121	2809 Claremont Terrace			Fredericksburg	22405	Virginia	United States
4314	49 Cody Avenue			Minneapolis	55441	Minnesota	United States
4024	16 Spaight Parkway			Fresno	93773	California	United States
4629	08 Birchwood Street			Las Vegas	89140	Nevada	United States
4435	31282 Vahlen Lane			Charlottesville	22908	Virginia	United States
4240	7 Center Point			Santa Rosa	95405	California	United States
4803	17322 Lake View Place			Memphis	38119	Tennessee	United States
4694	0357 Fuller Park			Houston	77293	Texas	United States
4910	587 Muir Plaza			Austin	78783	Texas	United States
4235	49 Arkansas Parkway			Fort Lauderdale	33336	Florida	United States
4349	094 Carpenter Terrace			Columbus	43284	Ohio	United States
4452	46109 Hermina Place			Ventura	93005	California	United States
4231	17 Golf Course Terrace			Fresno	93704	California	United States
4064	83 Eliot Avenue			Austin	78710	Texas	United States
4222	14 Hanover Place			Washington	20370	District of Columbia	United States
4292	8 Golf View Lane			Houston	77218	Texas	United States
4851	32 Anniversary Pass			Torrance	90510	California	United States
4364	6915 Grim Crossing			South Bend	46620	Indiana	United States
4162	5339 Pepper Wood Alley			Modesto	95354	California	United States
4224	6028 Hallows Crossing			Boulder	80305	Colorado	United States
4215	46 Fisk Circle			Chicago	60604	Illinois	United States
4825	9 Jenna Plaza			Salt Lake City	84189	Utah	United States
4374	5 Di Loreto Street			Naples	34108	Florida	United States
4502	75708 Annamark Junction			Manchester	03105	New Hampshire	United States
4166	83 Gina Crossing			El Paso	88546	Texas	United States
4219	786 Prentice Street			Orlando	32813	Florida	United States
4045	7 Vermont Place			Los Angeles	90035	California	United States
4229	04041 Manufacturers Alley			Tulsa	74170	Oklahoma	United States
4962	36 Gateway Lane			Chattanooga	37416	Tennessee	United States
4919	4780 Monument Circle			Spartanburg	29319	South Carolina	United States
4412	34 Dawn Circle			Appleton	54915	Wisconsin	United States
4037	5 Pankratz Street			Gainesville	32627	Florida	United States
4944	4045 Claremont Avenue			Johnstown	15906	Pennsylvania	United States
4267	79 Nancy Crossing			San Francisco	94137	California	United States
4098	27 Dayton Park			San Diego	92153	California	United States
4583	32965 Marcy Lane			Richmond	23277	Virginia	United States
4352	6 Killdeer Drive			New York City	10120	New York	United States
4900	30 Glacier Hill Pass			Baton Rouge	70894	Louisiana	United States
4954	8 Vidon Way			Buffalo	14210	New York	United States
4548	541 Maple Place			Chico	95973	California	United States
4495	05675 Eggendart Crossing			Fort Lauderdale	33330	Florida	United States
4152	5337 Upham Place			Jackson	39204	Mississippi	United States
4199	5 Farmco Trail			Lake Charles	70616	Louisiana	United States
4387	57 Macpherson Circle			Columbus	31914	Georgia	United States
4654	39 Packers Street			Des Moines	50981	Iowa	United States
4560	931 Barby Plaza			Akron	44315	Ohio	United States
4497	271 Grasskamp Avenue			Atlanta	30336	Georgia	United States
4836	60 Montana Way			El Paso	88574	Texas	United States
4142	9 Aberg Center			Springfield	65898	Missouri	United States
4768	529 Nova Court			Fort Smith	72916	Arkansas	United States
4067	35 Muir Trail			Salt Lake City	84110	Utah	United States
4975	74 Buena Vista Center			Tulsa	74170	Oklahoma	United States
4325	4 Troy Circle			Sterling	20167	Virginia	United States
4296	71956 Arapahoe Alley			Galveston	77554	Texas	United States
4411	4 American Place			Little Rock	72222	Arkansas	United States
4139	88555 Lighthouse Bay Alley			Fresno	93709	California	United States
4421	184 Spaight Junction			Arvada	80005	Colorado	United States
4580	410 Larry Circle			Washington	20010	District of Columbia	United States
4854	2219 Beilfuss Drive			Topeka	66667	Kansas	United States
4902	619 Maywood Avenue			Des Moines	50335	Iowa	United States
4597	21385 Birchwood Junction			Kansas City	64114	Missouri	United States
4674	2345 7th Drive			Monroe	71213	Louisiana	United States
4332	7992 Fremont Circle			Baltimore	21239	Maryland	United States
4984	83 Kipling Place			New York City	10105	New York	United States
4814	61928 Hanson Avenue			Southfield	48076	Michigan	United States
4066	41127 Eastlawn Park			Cleveland	44118	Ohio	United States
4469	0858 Kinsman Terrace			Huntsville	35895	Alabama	United States
4681	886 Laurel Junction			New Orleans	70124	Louisiana	United States
4548	52082 Blaine Hill			Jersey City	07305	New Jersey	United States
4697	390 Michigan Circle			Huntsville	77343	Texas	United States
4485	1 Kropf Point			Glendale	91210	California	United States
4262	671 Grim Way			Tampa	33694	Florida	United States
4177	1 Hagan Crossing			Sandy	84093	Utah	United States
4622	0 Magdeline Trail			Los Angeles	90081	California	United States
4814	99 Hanson Court			Hampton	23668	Virginia	United States
4504	102 Calypso Trail			Palatine	60078	Illinois	United States
4031	9 Drewry Avenue			Detroit	48217	Michigan	United States
4636	2 Vernon Terrace			Florence	29505	South Carolina	United States
4552	87 Granby Street			Hamilton	45020	Ohio	United States
4949	93 Village Green Plaza			Arlington	22212	Virginia	United States
4738	21199 Mitchell Avenue			Pomona	91797	California	United States
4259	52 Myrtle Alley			Cincinnati	45254	Ohio	United States
4184	75 Kings Parkway			Helena	59623	Montana	United States
4082	10946 Loeprich Court			Colorado Springs	80910	Colorado	United States
4202	78696 Northwestern Crossing			Louisville	40280	Kentucky	United States
4859	47287 Sommers Court			Mesa	85210	Arizona	United States
4943	65891 Gale Avenue			Milwaukee	53205	Wisconsin	United States
4930	831 Basil Junction			Kansas City	64149	Missouri	United States
4097	4701 Brickson Park Crossing			Huntington Beach	92648	California	United States
4500	06 Butterfield Point			Lincoln	68510	Nebraska	United States
4515	1475 Sycamore Parkway			Fort Worth	76121	Texas	United States
4794	0 Clove Point			Kansas City	64179	Missouri	United States
4712	8 Nova Drive			Irving	75062	Texas	United States
4180	6034 American Ash Terrace			New York City	10270	New York	United States
4494	66219 Ohio Terrace			New York City	10275	New York	United States
4767	90739 Rigney Lane			Austin	78754	Texas	United States
4030	7820 Hanover Junction			Mountain View	94042	California	United States
4515	1751 Division Alley			Saint Louis	63126	Missouri	United States
4330	95 Jackson Pass			Jackson	38308	Tennessee	United States
